Customer_Name,Customer_Address,Customer_ID,Customer_Email,Customer_Total_Points
Customer 7,"50 12 Queen's Square, Bristol, UK",28992848,customer7@mail.com,13
Customer 7,"50 12 Queen's Square, Bristol, UK",28992848,customer7@mail.com,13
Customer 7,"50 12 Queen's Square, Bristol, UK",28992848,customer7@mail.com,13
Customer 7,"50 12 Queen's Square, Bristol, UK",28992848,customer7@mail.com,13
Customer 7,"50 12 Queen's Square, Bristol, UK",28992848,customer7@mail.com,13
Customer 8,"74 3 Harbourside Lane, Bristol, UK",76454243,customer8@mail.com,21
Customer 8,"74 3 Harbourside Lane, Bristol, UK",76454243,customer8@mail.com,21
Customer 8,"74 3 Harbourside Lane, Bristol, UK",76454243,customer8@mail.com,21
Customer 8,"74 3 Harbourside Lane, Bristol, UK",76454243,customer8@mail.com,21
Customer 8,"74 3 Harbourside Lane, Bristol, UK",76454243,customer8@mail.com,21
Customer 9,"61 25 Broadmead Avenue, Bristol, UK",21790987,customer9@mail.com,20
Customer 9,"61 25 Broadmead Avenue, Bristol, UK",21790987,customer9@mail.com,20
Customer 9,"61 25 Broadmead Avenue, Bristol, UK",21790987,customer9@mail.com,20
Customer 9,"61 25 Broadmead Avenue, Bristol, UK",21790987,customer9@mail.com,20
Customer 9,"61 25 Broadmead Avenue, Bristol, UK",21790987,customer9@mail.com,20
Customer 10,"94 9 Hotwells Road, Bristol, UK",60173321,customer10@mail.com,15
Customer 10,"94 9 Hotwells Road, Bristol, UK",60173321,customer10@mail.com,15
Customer 10,"94 9 Hotwells Road, Bristol, UK",60173321,customer10@mail.com,15
Customer 10,"94 9 Hotwells Road, Bristol, UK",60173321,customer10@mail.com,15
Customer 10,"94 9 Hotwells Road, Bristol, UK",60173321,customer10@mail.com,15
Customer 11,"98 12 Queen's Square, Bristol, UK",77267505,customer11@mail.com,11
Customer 11,"98 12 Queen's Square, Bristol, UK",77267505,customer11@mail.com,11
Customer 11,"98 12 Queen's Square, Bristol, UK",77267505,customer11@mail.com,11
Customer 11,"98 12 Queen's Square, Bristol, UK",77267505,customer11@mail.com,11
Customer 11,"98 12 Queen's Square, Bristol, UK",77267505,customer11@mail.com,11
Customer 12,"94 14 Redland Way, Bristol, UK",79242877,customer12@mail.com,16
Customer 12,"94 14 Redland Way, Bristol, UK",79242877,customer12@mail.com,16
Customer 12,"94 14 Redland Way, Bristol, UK",79242877,customer12@mail.com,16
Customer 12,"94 14 Redland Way, Bristol, UK",79242877,customer12@mail.com,16
Customer 12,"94 14 Redland Way, Bristol, UK",79242877,customer12@mail.com,16
Customer 13,"91 17 Stokes Croft, Bristol, UK",48210988,customer13@mail.com,12
Customer 13,"91 17 Stokes Croft, Bristol, UK",48210988,customer13@mail.com,12
Customer 13,"91 17 Stokes Croft, Bristol, UK",48210988,customer13@mail.com,12
Customer 13,"91 17 Stokes Croft, Bristol, UK",48210988,customer13@mail.com,12
Customer 13,"91 17 Stokes Croft, Bristol, UK",48210988,customer13@mail.com,12
Customer 14,"2 9 Hotwells Road, Bristol, UK",35678162,customer14@mail.com,17
Customer 14,"2 9 Hotwells Road, Bristol, UK",35678162,customer14@mail.com,17
Customer 14,"2 9 Hotwells Road, Bristol, UK",35678162,customer14@mail.com,17
Customer 14,"2 9 Hotwells Road, Bristol, UK",35678162,customer14@mail.com,17
Customer 14,"2 9 Hotwells Road, Bristol, UK",35678162,customer14@mail.com,17
Customer 15,"60 12 Queen's Square, Bristol, UK",48545707,customer15@mail.com,10
Customer 15,"60 12 Queen's Square, Bristol, UK",48545707,customer15@mail.com,10
Customer 15,"60 12 Queen's Square, Bristol, UK",48545707,customer15@mail.com,10
Customer 15,"60 12 Queen's Square, Bristol, UK",48545707,customer15@mail.com,10
Customer 15,"60 12 Queen's Square, Bristol, UK",48545707,customer15@mail.com,10
Customer 16,"96 22 Cabot Circus, Bristol, UK",25784498,customer16@mail.com,11
Customer 16,"96 22 Cabot Circus, Bristol, UK",25784498,customer16@mail.com,11
Customer 16,"96 22 Cabot Circus, Bristol, UK",25784498,customer16@mail.com,11
Customer 16,"96 22 Cabot Circus, Bristol, UK",25784498,customer16@mail.com,11
Customer 16,"96 22 Cabot Circus, Bristol, UK",25784498,customer16@mail.com,11
Customer 17,"73 8 Clifton Terrace, Bristol, UK",72791650,customer17@mail.com,21
Customer 17,"73 8 Clifton Terrace, Bristol, UK",72791650,customer17@mail.com,21
Customer 17,"73 8 Clifton Terrace, Bristol, UK",72791650,customer17@mail.com,21
Customer 17,"73 8 Clifton Terrace, Bristol, UK",72791650,customer17@mail.com,21
Customer 17,"73 8 Clifton Terrace, Bristol, UK",72791650,customer17@mail.com,21
Customer 18,"59 8 Clifton Terrace, Bristol, UK",70582427,customer18@mail.com,13
Customer 18,"59 8 Clifton Terrace, Bristol, UK",70582427,customer18@mail.com,13
Customer 18,"59 8 Clifton Terrace, Bristol, UK",70582427,customer18@mail.com,13
Customer 18,"59 8 Clifton Terrace, Bristol, UK",70582427,customer18@mail.com,13
Customer 18,"59 8 Clifton Terrace, Bristol, UK",70582427,customer18@mail.com,13
Customer 19,"84 9 Hotwells Road, Bristol, UK",57955685,customer19@mail.com,14
Customer 19,"84 9 Hotwells Road, Bristol, UK",57955685,customer19@mail.com,14
Customer 19,"84 9 Hotwells Road, Bristol, UK",57955685,customer19@mail.com,14
Customer 19,"84 9 Hotwells Road, Bristol, UK",57955685,customer19@mail.com,14
Customer 19,"84 9 Hotwells Road, Bristol, UK",57955685,customer19@mail.com,14
Customer 20,"69 9 Hotwells Road, Bristol, UK",49030982,customer20@mail.com,12
Customer 20,"69 9 Hotwells Road, Bristol, UK",49030982,customer20@mail.com,12
Customer 20,"69 9 Hotwells Road, Bristol, UK",49030982,customer20@mail.com,12
Customer 20,"69 9 Hotwells Road, Bristol, UK",49030982,customer20@mail.com,12
Customer 20,"69 9 Hotwells Road, Bristol, UK",49030982,customer20@mail.com,12
